1-n,InstanceID,BomberA,BomberB,FighterA,FighterB,Tanker,ISRDrone,Satellite,TotalCost,AcquisitionRiskRaw,AcquisitionRisk,RiskToMissionRaw,RiskToForceRaw,RiskToMission,RiskToForce,TotalRisk,ProbabilityOfSuccess,ForcePackage,RiskToCostRatio
894,SIM_0894,4,39,781,737,40,33,484,343515,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"4x BomberA, 39x BomberB, 781x FighterA, 737x FighterB, 40x Tanker, 33x ISRDrone, 484x Satellite",0.85046022
895,SIM_0895,0,34,925,960,21,70,741,455530,1.0,0.41666666666666674,10.0,8.0,0.01,0.99,0.3830934050024873,0.62,"34x BomberB, 925x FighterA, 960x FighterB, 21x Tanker, 70x ISRDrone, 741x Satellite",0.84098392
896,SIM_0896,7,20,254,818,49,293,411,284120,1.0,0.36111111111111116,10.0,8.0,0.09722222222222224,0.99,0.40382944919186614,0.6,"7x BomberA, 20x BomberB, 254x FighterA, 818x FighterB, 49x Tanker, 293x ISRDrone, 411x Satellite",1.42133412
897,SIM_0897,26,16,304,325,53,266,230,193360,1.0,0.2083333333333332,10.0,8.0,0.2916666666666667,0.945578231292517,0.40202534652877286,0.6,"26x BomberA, 16x BomberB, 304x FighterA, 325x FighterB, 53x Tanker, 266x ISRDrone, 230x Satellite",2.07915467
898,SIM_0898,26,10,1149,940,47,260,771,514090,1.0,0.38888888888888895,10.0,8.0,0.09722222222222224,0.99,0.42201896163868974,0.58,"26x BomberA, 10x BomberB, 1149x FighterA, 940x FighterB, 47x Tanker, 260x ISRDrone, 771x Satellite",0.82090483
899,SIM_0899,9,38,41,212,25,179,790,306730,1.0,0.5416666666666669,10.0,8.0,0.625,0.7687074829931974,0.7227547088564369,0.28,"9x BomberA, 38x BomberB, 41x FighterA, 212x FighterB, 25x Tanker, 179x ISRDrone, 790x Satellite",2.3563222
900,SIM_0900,27,27,564,936,8,185,931,486345,1.0,0.19444444444444461,10.0,8.0,0.25,0.99,0.3947346929684544,0.61,"27x BomberA, 27x BomberB, 564x FighterA, 936x FighterB, 8x Tanker, 185x ISRDrone, 931x Satellite",0.81163514
901,SIM_0901,10,38,619,1179,43,104,452,368430,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"10x BomberA, 38x BomberB, 619x FighterA, 1179x FighterB, 43x Tanker, 104x ISRDrone, 452x Satellite",1.06448487
902,SIM_0902,22,12,159,959,56,274,488,313920,1.0,0.40277777777777785,10.0,8.0,0.3055555555555556,0.99,0.5675350612132778,0.43,"22x BomberA, 12x BomberB, 159x FighterA, 959x FighterB, 56x Tanker, 274x ISRDrone, 488x Satellite",1.80789711
903,SIM_0903,24,12,184,930,10,158,189,206700,1.0,0.5000000000000001,10.0,8.0,0.13888888888888895,0.99,0.522061280096219,0.48,"24x BomberA, 12x BomberB, 184x FighterA, 930x FighterB, 10x Tanker, 158x ISRDrone, 189x Satellite",2.5256956
904,SIM_0904,21,19,165,801,25,61,640,322465,1.0,0.44444444444444453,10.0,8.0,0.13888888888888895,0.99,0.4856822552025721,0.51,"21x BomberA, 19x BomberB, 165x FighterA, 801x FighterB, 25x Tanker, 61x ISRDrone, 640x Satellite",1.50615495
905,SIM_0905,34,22,1087,783,41,298,634,462290,1.0,0.22222222222222213,10.0,8.0,0.01,0.99,0.25576681787472255,0.74,"34x BomberA, 22x BomberB, 1087x FighterA, 783x FighterB, 41x Tanker, 298x ISRDrone, 634x Satellite",0.55326055
906,SIM_0906,37,29,437,271,59,290,82,174985,1.0,0.26388888888888884,10.0,8.0,0.2916666666666667,0.99,0.46749274275574837,0.53,"37x BomberA, 29x BomberB, 437x FighterA, 271x FighterB, 59x Tanker, 290x ISRDrone, 82x Satellite",2.6716161
907,SIM_0907,40,36,417,1024,27,232,894,485480,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"40x BomberA, 36x BomberB, 417x FighterA, 1024x FighterB, 27x Tanker, 232x ISRDrone, 894x Satellite",0.58303346
908,SIM_0908,32,33,705,1050,25,174,102,273635,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"32x BomberA, 33x BomberB, 705x FighterA, 1050x FighterB, 25x Tanker, 174x ISRDrone, 102x Satellite",1.53296336
909,SIM_0909,26,34,673,601,14,88,702,392350,1.0,0.09722222222222231,10.0,8.0,0.15277777777777776,0.99,0.26740810584068964,0.73,"26x BomberA, 34x BomberB, 673x FighterA, 601x FighterB, 14x Tanker, 88x ISRDrone, 702x Satellite",0.681555
910,SIM_0910,36,8,995,366,38,152,885,465620,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"36x BomberA, 8x BomberB, 995x FighterA, 366x FighterB, 38x Tanker, 152x ISRDrone, 885x Satellite",0.70556434
911,SIM_0911,11,19,890,1166,11,26,483,387695,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"11x BomberA, 19x BomberB, 890x FighterA, 1166x FighterB, 11x Tanker, 26x ISRDrone, 483x Satellite",1.10542356
912,SIM_0912,17,23,326,375,12,124,392,227815,1.0,0.19444444444444461,10.0,8.0,0.2361111111111111,0.99,0.38563993674504266,0.61,"17x BomberA, 23x BomberB, 326x FighterA, 375x FighterB, 12x Tanker, 124x ISRDrone, 392x Satellite",1.69277676
913,SIM_0913,6,4,872,760,15,177,841,456770,1.0,0.19444444444444461,10.0,8.0,0.01,0.99,0.2375773054278992,0.76,"6x BomberA, 4x BomberB, 872x FighterA, 760x FighterB, 15x Tanker, 177x ISRDrone, 841x Satellite",0.52012458
914,SIM_0914,37,38,1044,805,44,171,98,296890,1.0,0.3472222222222222,10.0,8.0,0.01,0.99,0.3376196238854285,0.66,"37x BomberA, 38x BomberB, 1044x FighterA, 805x FighterB, 44x Tanker, 171x ISRDrone, 98x Satellite",1.13718759
915,SIM_0915,40,4,1184,469,39,12,524,378180,1.0,0.5416666666666669,10.0,8.0,0.01,0.99,0.4649462110131932,0.54,"40x BomberA, 4x BomberB, 1184x FighterA, 469x FighterB, 39x Tanker, 12x ISRDrone, 524x Satellite",1.22943099
916,SIM_0916,24,12,54,276,30,295,645,278430,1.0,0.26388888888888884,10.0,8.0,0.7500000000000001,0.99,0.7676196981283365,0.23,"24x BomberA, 12x BomberB, 54x FighterA, 276x FighterB, 30x Tanker, 295x ISRDrone, 645x Satellite",2.75695758
917,SIM_0917,26,23,410,20,2,293,532,262755,1.0,0.3472222222222222,10.0,8.0,0.2361111111111111,0.99,0.4856822552025718,0.51,"26x BomberA, 23x BomberB, 410x FighterA, 20x FighterB, 2x Tanker, 293x ISRDrone, 532x Satellite",1.8484225
918,SIM_0918,31,6,551,1175,49,127,465,363270,1.0,0.4583333333333334,10.0,8.0,0.19444444444444448,0.99,0.5311560363196307,0.47,"31x BomberA, 6x BomberB, 551x FighterA, 1175x FighterB, 49x Tanker, 127x ISRDrone, 465x Satellite",1.46215222
919,SIM_0919,5,34,110,123,33,262,458,211320,1.0,0.27777777777777773,10.0,8.0,0.5694444444444444,0.5238095238095238,0.3532106345541343,0.65,"5x BomberA, 34x BomberB, 110x FighterA, 123x FighterB, 33x Tanker, 262x ISRDrone, 458x Satellite",1.67144915
920,SIM_0920,0,24,246,549,51,198,422,249420,1.0,0.4583333333333334,10.0,8.0,0.2638888888888889,0.99,0.5766298174366895,0.42,"24x BomberB, 246x FighterA, 549x FighterB, 51x Tanker, 198x ISRDrone, 422x Satellite",2.31188284
921,SIM_0921,33,22,229,444,51,175,661,323710,1.0,0.3055555555555555,10.0,8.0,0.25,0.99,0.46749274275574837,0.53,"33x BomberA, 22x BomberB, 229x FighterA, 444x FighterB, 51x Tanker, 175x ISRDrone, 661x Satellite",1.44417146
922,SIM_0922,17,7,595,46,30,236,560,283315,1.0,0.40277777777777785,10.0,8.0,0.25,0.99,0.5311560363196307,0.47,"17x BomberA, 7x BomberB, 595x FighterA, 46x FighterB, 30x Tanker, 236x ISRDrone, 560x Satellite",1.87478967
923,SIM_0923,24,17,154,987,21,255,922,441785,1.0,0.27777777777777773,10.0,8.0,0.06944444444444443,0.99,0.33107139940457186,0.67,"24x BomberA, 17x BomberB, 154x FighterA, 987x FighterB, 21x Tanker, 255x ISRDrone, 922x Satellite",0.74939484
924,SIM_0924,23,32,409,197,54,41,180,164040,1.0,0.43055555555555564,10.0,8.0,0.4166666666666667,0.7959183673469389,0.5313936136250587,0.47,"23x BomberA, 32x BomberB, 409x FighterA, 197x FighterB, 54x Tanker, 41x ISRDrone, 180x Satellite",3.23941486
925,SIM_0925,6,7,377,945,13,273,698,382675,1.0,0.40277777777777785,10.0,8.0,0.041666666666666706,0.99,0.3947346929684544,0.61,"6x BomberA, 7x BomberB, 377x FighterA, 945x FighterB, 13x Tanker, 273x ISRDrone, 698x Satellite",1.03151419
926,SIM_0926,26,4,236,937,3,15,301,230410,1.0,0.5694444444444443,10.0,8.0,0.12500000000000003,0.99,0.558440304989866,0.44,"26x BomberA, 4x BomberB, 236x FighterA, 937x FighterB, 3x Tanker, 15x ISRDrone, 301x Satellite",2.42368085
927,SIM_0927,17,23,859,248,20,158,621,352275,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"17x BomberA, 23x BomberB, 859x FighterA, 248x FighterB, 20x Tanker, 158x ISRDrone, 621x Satellite",1.11330115
928,SIM_0928,21,22,348,122,32,182,279,181800,1.0,0.24999999999999992,10.0,8.0,0.37499999999999994,0.7210884353741496,0.3368771948059662,0.66,"21x BomberA, 22x BomberB, 348x FighterA, 122x FighterB, 32x Tanker, 182x ISRDrone, 279x Satellite",1.85300987
929,SIM_0929,37,29,801,80,46,286,122,208865,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"37x BomberA, 29x BomberB, 801x FighterA, 80x FighterB, 46x Tanker, 286x ISRDrone, 122x Satellite",2.13897349
930,SIM_0930,27,32,1064,149,9,64,48,194410,1.0,0.8194444444444445,10.0,8.0,0.01,0.99,0.6468413354814283,0.35,"27x BomberA, 32x BomberB, 1064x FighterA, 149x FighterB, 9x Tanker, 64x ISRDrone, 48x Satellite",3.32720197
931,SIM_0931,26,18,67,268,0,171,532,232680,1.0,0.611111111111111,10.0,8.0,0.48611111111111116,0.7006802721088435,0.6327351829716469,0.37,"26x BomberA, 18x BomberB, 67x FighterA, 268x FighterB, 171x ISRDrone, 532x Satellite",2.71933635
932,SIM_0932,33,14,825,217,46,193,880,435150,1.0,0.36111111111111116,10.0,8.0,0.041666666666666706,0.99,0.36745042429821906,0.63,"33x BomberA, 14x BomberB, 825x FighterA, 217x FighterB, 46x Tanker, 193x ISRDrone, 880x Satellite",0.84442244
933,SIM_0933,9,21,1011,163,26,132,8,171505,1.0,0.9166666666666666,10.0,8.0,0.37499999999999994,0.99,0.9495148225965716,0.05,"9x BomberA, 21x BomberB, 1011x FighterA, 163x FighterB, 26x Tanker, 132x ISRDrone, 8x Satellite",5.53636817
934,SIM_0934,8,33,687,819,35,286,703,427355,1.0,0.2083333333333332,10.0,8.0,0.01,0.99,0.2466720616513108,0.75,"8x BomberA, 33x BomberB, 687x FighterA, 819x FighterB, 35x Tanker, 286x ISRDrone, 703x Satellite",0.57720645
935,SIM_0935,40,30,679,639,0,256,886,470470,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"40x BomberA, 30x BomberB, 679x FighterA, 639x FighterB, 256x ISRDrone, 886x Satellite",0.75628443
936,SIM_0936,34,6,1179,298,31,32,910,474290,1.0,0.5000000000000001,10.0,8.0,0.06944444444444443,0.99,0.4765874989791601,0.52,"34x BomberA, 6x BomberB, 1179x FighterA, 298x FighterB, 31x Tanker, 32x ISRDrone, 910x Satellite",1.00484408
937,SIM_0937,7,29,1180,930,4,137,802,505875,1.0,0.41666666666666674,10.0,8.0,0.01,0.99,0.3830934050024873,0.62,"7x BomberA, 29x BomberB, 1180x FighterA, 930x FighterB, 4x Tanker, 137x ISRDrone, 802x Satellite",0.75728867
938,SIM_0938,17,22,606,1079,34,109,759,444050,1.0,0.3472222222222222,10.0,8.0,0.01,0.99,0.3376196238854285,0.66,"17x BomberA, 22x BomberB, 606x FighterA, 1079x FighterB, 34x Tanker, 109x ISRDrone, 759x Satellite",0.76031894
939,SIM_0939,38,39,754,1001,9,274,429,384985,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"38x BomberA, 39x BomberB, 754x FighterA, 1001x FighterB, 9x Tanker, 274x ISRDrone, 429x Satellite",0.75884994
940,SIM_0940,35,13,987,60,59,73,380,281055,1.0,0.5972222222222222,10.0,8.0,0.12500000000000003,0.99,0.5766298174366894,0.42,"35x BomberA, 13x BomberB, 987x FighterA, 60x FighterB, 59x Tanker, 73x ISRDrone, 380x Satellite",2.05166184
941,SIM_0941,15,8,473,1,60,77,466,226440,1.0,0.29166666666666663,10.0,8.0,0.3333333333333334,0.6530612244897959,0.2923314500382351,0.71,"15x BomberA, 8x BomberB, 473x FighterA, 1x FighterB, 60x Tanker, 77x ISRDrone, 466x Satellite",1.29098856
942,SIM_0942,14,36,1152,1083,5,186,651,484280,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"14x BomberA, 36x BomberB, 1152x FighterA, 1083x FighterB, 5x Tanker, 186x ISRDrone, 651x Satellite",0.65959798
943,SIM_0943,37,26,50,327,24,59,485,226530,1.0,0.5000000000000001,10.0,8.0,0.6111111111111112,0.7755102040816326,0.6908302584395627,0.31,"37x BomberA, 26x BomberB, 50x FighterA, 327x FighterB, 24x Tanker, 59x ISRDrone, 485x Satellite",3.04961929
944,SIM_0944,21,36,572,680,30,283,511,349460,1.0,0.22222222222222213,10.0,8.0,0.041666666666666706,0.99,0.27650286206410135,0.72,"21x BomberA, 36x BomberB, 572x FighterA, 680x FighterB, 30x Tanker, 283x ISRDrone, 511x Satellite",0.79122893
945,SIM_0945,32,37,381,825,57,99,934,462765,1.0,0.3055555555555555,10.0,8.0,0.20833333333333337,0.99,0.44020847408551306,0.56,"32x BomberA, 37x BomberB, 381x FighterA, 825x FighterB, 57x Tanker, 99x ISRDrone, 934x Satellite",0.95125706
946,SIM_0946,11,0,1194,749,5,146,386,354070,1.0,0.5833333333333333,10.0,8.0,0.08333333333333333,0.99,0.5402507925430423,0.46,"11x BomberA, 1194x FighterA, 749x FighterB, 5x Tanker, 146x ISRDrone, 386x Satellite",1.52583046
947,SIM_0947,25,10,801,208,17,201,337,257670,1.0,0.48611111111111127,10.0,8.0,0.05555555555555561,0.99,0.45839798653233665,0.54,"25x BomberA, 10x BomberB, 801x FighterA, 208x FighterB, 17x Tanker, 201x ISRDrone, 337x Satellite",1.77901186
948,SIM_0948,14,31,291,118,26,299,764,329935,1.0,0.40277777777777785,10.0,8.0,0.45833333333333337,0.99,0.6675773796708071,0.33,"14x BomberA, 31x BomberB, 291x FighterA, 118x FighterB, 26x Tanker, 299x ISRDrone, 764x Satellite",2.0233603
949,SIM_0949,4,15,92,779,13,61,989,402795,1.0,0.48611111111111127,10.0,8.0,0.2638888888888889,0.99,0.5948193298835132,0.41,"4x BomberA, 15x BomberB, 92x FighterA, 779x FighterB, 13x Tanker, 61x ISRDrone, 989x Satellite",1.47672968
950,SIM_0950,28,33,746,569,31,273,409,330345,1.0,0.37500000000000006,10.0,8.0,0.027777777777777804,0.99,0.36745042429821906,0.63,"28x BomberA, 33x BomberB, 746x FighterA, 569x FighterB, 31x Tanker, 273x ISRDrone, 409x Satellite",1.11232325
951,SIM_0951,25,6,39,289,7,262,322,171620,1.0,0.3055555555555555,10.0,8.0,0.5972222222222222,0.5646258503401361,0.41631710630842006,0.58,"25x BomberA, 6x BomberB, 39x FighterA, 289x FighterB, 7x Tanker, 262x ISRDrone, 322x Satellite",2.42580763
952,SIM_0952,2,21,696,1129,44,13,262,295185,1.0,0.5416666666666669,10.0,8.0,0.01,0.99,0.4649462110131932,0.54,"2x BomberA, 21x BomberB, 696x FighterA, 1129x FighterB, 44x Tanker, 13x ISRDrone, 262x Satellite",1.57510108
953,SIM_0953,35,38,593,1152,15,196,466,383800,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"35x BomberA, 38x BomberB, 593x FighterA, 1152x FighterB, 15x Tanker, 196x ISRDrone, 466x Satellite",1.02185555
954,SIM_0954,28,38,921,250,43,51,725,398800,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"28x BomberA, 38x BomberB, 921x FighterA, 250x FighterB, 43x Tanker, 51x ISRDrone, 725x Satellite",0.80097821
955,SIM_0955,22,0,1166,972,3,33,221,319030,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"22x BomberA, 1166x FighterA, 972x FighterB, 3x Tanker, 33x ISRDrone, 221x Satellite",1.40035952
956,SIM_0956,23,15,563,409,59,65,587,320805,1.0,0.18055555555555572,10.0,8.0,0.01,0.99,0.2284825492044875,0.77,"23x BomberA, 15x BomberB, 563x FighterA, 409x FighterB, 59x Tanker, 65x ISRDrone, 587x Satellite",0.7122163
957,SIM_0957,13,31,509,1134,33,279,487,373505,1.0,0.40277777777777785,10.0,8.0,0.013888888888888902,0.99,0.37654518052163083,0.62,"13x BomberA, 31x BomberB, 509x FighterA, 1134x FighterB, 33x Tanker, 279x ISRDrone, 487x Satellite",1.0081396
958,SIM_0958,39,13,843,720,37,20,247,283345,1.0,0.4583333333333334,10.0,8.0,0.01,0.99,0.4103776736727226,0.59,"39x BomberA, 13x BomberB, 843x FighterA, 720x FighterB, 37x Tanker, 20x ISRDrone, 247x Satellite",1.44833215
959,SIM_0959,38,1,124,70,37,183,11,69685,1.0,0.43055555555555564,10.0,8.0,0.5694444444444444,0.01,0.11679894278099094,0.88,"38x BomberA, 1x BomberB, 124x FighterA, 70x FighterB, 37x Tanker, 183x ISRDrone, 11x Satellite",1.67609877
960,SIM_0960,35,1,369,267,20,131,506,257895,1.0,0.38888888888888895,10.0,8.0,0.25,0.99,0.522061280096219,0.48,"35x BomberA, 1x BomberB, 369x FighterA, 267x FighterB, 20x Tanker, 131x ISRDrone, 506x Satellite",2.02431718
961,SIM_0961,22,13,655,748,53,64,987,483075,1.0,0.19444444444444461,10.0,8.0,0.027777777777777804,0.99,0.24921859339386634,0.75,"22x BomberA, 13x BomberB, 655x FighterA, 748x FighterB, 53x Tanker, 64x ISRDrone, 987x Satellite",0.51590042
962,SIM_0962,6,9,982,95,22,213,244,231245,1.0,0.6388888888888888,10.0,8.0,0.06944444444444443,0.99,0.5675350612132777,0.43,"6x BomberA, 9x BomberB, 982x FighterA, 95x FighterB, 22x Tanker, 213x ISRDrone, 244x Satellite",2.45425874
963,SIM_0963,25,8,544,227,39,131,898,393740,1.0,0.38888888888888895,10.0,8.0,0.19444444444444448,0.99,0.4856822552025718,0.51,"25x BomberA, 8x BomberB, 544x FighterA, 227x FighterB, 39x Tanker, 131x ISRDrone, 898x Satellite",1.23351007
964,SIM_0964,35,1,179,589,53,101,100,148735,1.0,0.4583333333333334,10.0,8.0,0.013888888888888902,0.9863945578231292,0.4105632809425881,0.59,"35x BomberA, 1x BomberB, 179x FighterA, 589x FighterB, 53x Tanker, 101x ISRDrone, 100x Satellite",2.76036764
965,SIM_0965,25,31,86,259,14,6,558,235155,1.0,0.527777777777778,10.0,8.0,0.625,0.6870748299319728,0.6602050589117479,0.34,"25x BomberA, 31x BomberB, 86x FighterA, 259x FighterB, 14x Tanker, 6x ISRDrone, 558x Satellite",2.80753145
966,SIM_0966,6,22,647,1081,33,180,240,293630,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"6x BomberA, 22x BomberB, 647x FighterA, 1081x FighterB, 33x Tanker, 180x ISRDrone, 240x Satellite",1.49052189
967,SIM_0967,21,9,730,1113,44,117,941,515475,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"21x BomberA, 9x BomberB, 730x FighterA, 1113x FighterB, 44x Tanker, 117x ISRDrone, 941x Satellite",0.61968109
968,SIM_0968,21,19,254,556,37,167,133,168245,1.0,0.527777777777778,10.0,8.0,0.13888888888888895,0.99,0.5402507925430428,0.46,"21x BomberA, 19x BomberB, 254x FighterA, 556x FighterB, 37x Tanker, 167x ISRDrone, 133x Satellite",3.21109568
969,SIM_0969,10,8,14,312,58,104,282,146580,1.0,0.23611111111111102,10.0,8.0,0.5277777777777779,0.35374149659863946,0.18727773529433603,0.81,"10x BomberA, 8x BomberB, 14x FighterA, 312x FighterB, 58x Tanker, 104x ISRDrone, 282x Satellite",1.27764862
970,SIM_0970,12,12,371,633,42,258,969,441600,1.0,0.38888888888888895,10.0,8.0,0.20833333333333337,0.99,0.4947770114259835,0.51,"12x BomberA, 12x BomberB, 371x FighterA, 633x FighterB, 42x Tanker, 258x ISRDrone, 969x Satellite",1.12041896
971,SIM_0971,2,21,157,864,12,58,418,249095,1.0,0.4583333333333334,10.0,8.0,0.20833333333333337,0.99,0.5402507925430424,0.46,"2x BomberA, 21x BomberB, 157x FighterA, 864x FighterB, 12x Tanker, 58x ISRDrone, 418x Satellite",2.16885442
972,SIM_0972,3,30,317,507,26,260,996,431520,1.0,0.3472222222222222,10.0,8.0,0.11111111111111113,0.99,0.403829449191866,0.6,"3x BomberA, 30x BomberB, 317x FighterA, 507x FighterB, 26x Tanker, 260x ISRDrone, 996x Satellite",0.9358302
973,SIM_0973,2,15,1022,394,28,59,864,439815,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"2x BomberA, 15x BomberB, 1022x FighterA, 394x FighterB, 28x Tanker, 59x ISRDrone, 864x Satellite",0.72628289
974,SIM_0974,29,12,1109,779,45,23,727,460900,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"29x BomberA, 12x BomberB, 1109x FighterA, 779x FighterB, 45x Tanker, 23x ISRDrone, 727x Satellite",0.79172031
975,SIM_0975,26,1,592,148,44,0,314,202735,1.0,0.8055555555555557,10.0,8.0,0.2916666666666667,0.99,0.8221882354688071,0.18,"26x BomberA, 1x BomberB, 592x FighterA, 148x FighterB, 44x Tanker, 314x Satellite",4.05548245
976,SIM_0976,0,0,120,813,54,79,311,205830,1.0,0.7222222222222223,10.0,8.0,0.01,0.99,0.583178041917546,0.42,"120x FighterA, 813x FighterB, 54x Tanker, 79x ISRDrone, 311x Satellite",2.83329953
977,SIM_0977,15,39,441,890,48,194,626,382595,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"15x BomberA, 39x BomberB, 441x FighterA, 890x FighterB, 48x Tanker, 194x ISRDrone, 626x Satellite",0.73981909
978,SIM_0978,21,21,1020,254,18,38,540,337985,1.0,0.5138888888888891,10.0,8.0,0.08333333333333333,0.99,0.4947770114259837,0.51,"21x BomberA, 21x BomberB, 1020x FighterA, 254x FighterB, 18x Tanker, 38x ISRDrone, 540x Satellite",1.46390228
979,SIM_0979,31,0,925,1061,22,179,45,267720,1.0,0.5972222222222222,10.0,8.0,0.01,0.99,0.5013252359068402,0.5,"31x BomberA, 925x FighterA, 1061x FighterB, 22x Tanker, 179x ISRDrone, 45x Satellite",1.87257297
980,SIM_0980,12,37,659,700,34,95,145,231425,1.0,0.3472222222222222,10.0,8.0,0.08333333333333333,0.99,0.38563993674504254,0.61,"12x BomberA, 37x BomberB, 659x FighterA, 700x FighterB, 34x Tanker, 95x ISRDrone, 145x Satellite",1.66637112
981,SIM_0981,0,22,908,19,29,189,321,239840,1.0,0.6527777777777778,10.0,8.0,0.01,0.99,0.537704260800487,0.46,"22x BomberB, 908x FighterA, 19x FighterB, 29x Tanker, 189x ISRDrone, 321x Satellite",2.24192904
982,SIM_0982,17,8,468,382,17,7,779,344900,1.0,0.4722222222222224,10.0,8.0,0.3472222222222223,0.99,0.6402931110005718,0.36,"17x BomberA, 8x BomberB, 468x FighterA, 382x FighterB, 17x Tanker, 7x ISRDrone, 779x Satellite",1.85646017
983,SIM_0983,29,9,507,728,55,71,441,302455,1.0,0.27777777777777773,10.0,8.0,0.027777777777777804,0.99,0.3037871307343367,0.7,"29x BomberA, 9x BomberB, 507x FighterA, 728x FighterB, 55x Tanker, 71x ISRDrone, 441x Satellite",1.00440439
984,SIM_0984,9,12,399,578,20,75,127,164780,1.0,0.41666666666666674,10.0,8.0,0.01,0.99,0.3830934050024873,0.62,"9x BomberA, 12x BomberB, 399x FighterA, 578x FighterB, 20x Tanker, 75x ISRDrone, 127x Satellite",2.32487805
985,SIM_0985,22,2,814,288,6,101,581,324000,1.0,0.29166666666666663,10.0,8.0,0.25,0.99,0.45839798653233665,0.54,"22x BomberA, 2x BomberB, 814x FighterA, 288x FighterB, 6x Tanker, 101x ISRDrone, 581x Satellite",1.4148086
986,SIM_0986,34,26,1076,1048,27,85,195,335980,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"34x BomberA, 26x BomberB, 1076x FighterA, 1048x FighterB, 27x Tanker, 85x ISRDrone, 195x Satellite",1.0590188
987,SIM_0987,29,0,676,900,36,264,334,317510,1.0,0.38888888888888895,10.0,8.0,0.013888888888888902,0.99,0.36745042429821906,0.63,"29x BomberA, 676x FighterA, 900x FighterB, 36x Tanker, 264x ISRDrone, 334x Satellite",1.15728772
